"name", "artist", "popularity", "genres", "danceability", "energy", "key","loudness", "mode", "speechiness", "acousticness", "instrumentalness","liveness", "valence", "tempo"
Bang Voor Water,Marco Borsato,41,"['dutch cabaret', 'dutch pop', 'dutch rock']",0.72,0.739,8,-6.973,1,0.0409,0.0889,0,0.073,0.852,98.851
damage :(,Naaz,44,['dutch pop'],0.693,0.478,2,-6.518,0,0.196,0.154,0,0.101,0.404,127.133
Onze Schuilplaats Is God,Mozaiek Worship,40,"['christelijk', 'world worship']",0.423,0.623,5,-7.025,1,0.0311,0.25,1.36e-05,0.196,0.283,163.933
Hier Kom Ik Weg,Daniël Lohues,38,"['dutch indie', 'dutch pop', 'dutch rock', 'nederpop', 'streektaal']",0.567,0.383,2,-9.785,1,0.0316,0.85,1.33e-06,0.131,0.528,92.15
Tante Lien,De Jeugd Van Tegenwoordig,41,"['dutch hip hop', 'dutch indie', 'dutch pop', 'dutch rock']",0.768,0.654,1,-4.516,1,0.187,0.324,0.00101,0.0749,0.697,160.082
Bij het Kruis (775) - Live,Stichting Opwekking,32,"['christelijk', 'uwielbienie']",0.408,0.501,4,-9.203,1,0.0286,0.181,1.32e-05,0.109,0.143,144.357
Pendelbus,Yung Internet,36,['dutch hip hop'],0.95,0.419,1,-8.18,0,0.0601,0.0422,0.00528,0.098,0.315,121.013
Dis kô Dis kô,Yin Yin,38,['dutch indie'],0.722,0.647,1,-12.23,0,0.0617,0.132,0.762,0.565,0.923,127.077
Al Lang Niet Meer Mij,S10,38,"['dutch hip hop', 'dutch pop']",0.626,0.613,9,-6.156,0,0.206,0.394,0,0.109,0.507,76.206
Een Echte,Faberyayo,38,"['dutch hip hop', 'dutch indie', 'dutch pop']",0.951,0.525,7,-7.548,1,0.047,0.155,4.2e-05,0.327,0.964,99.97
Linde Met Een E,Lucky Fonz III,37,"['dutch indie', 'dutch pop', 'dutch rock']",0.772,0.497,4,-9.673,1,0.119,0.15,3.01e-06,0.214,0.875,154.083
I Feel Something,Indian Askin,36,"['dutch indie', 'dutch rock']",0.649,0.698,1,-10.485,0,0.0443,0.09,0.823,0.0974,0.475,109.976
Mit mien ogen dicht,Burdy,37,['classic dutch pop'],0.604,0.683,8,-5.588,1,0.039,0.615,0,0.0445,0.513,129.801
Everything's Changing,Blanks,46,[],0.585,0.68,2,-7.221,1,0.0329,0.113,0,0.321,0.493,120.023
Kapot,Roxeanne Hazes,47,['dutch pop'],0.667,0.61,9,-6.262,0,0.133,0.213,0,0.185,0.281,96.037
Wakker,Eefje de Visser,37,"['dutch indie', 'dutch pop', 'dutch rock']",0.536,0.0893,7,-20.088,1,0.0358,0.977,0.00108,0.0478,0.19,139.628
Somebody Will Know Someday,Cuby & The Blizzards,36,"['dutch blues', 'dutch rock', 'nederpop']",0.546,0.239,4,-13.98,0,0.0397,0.176,0.000392,0.123,0.327,81.848
I Like Trouble,Gaidaa,37,"['arab alternative', 'sudanese pop']",0.607,0.519,8,-8.206,1,0.0396,0.525,0.000271,0.135,0.195,100.119
Op Fietse,Skik,45,"['dutch indie', 'dutch rock', 'nederpop', 'streektaal']",0.525,0.859,0,-5.414,1,0.0297,0.188,0,0.244,0.859,104.123
Batras,Donnie,35,['dutch hip hop'],0.968,0.557,8,-5.593,1,0.0929,0.00706,0,0.103,0.985,127.001
Surfen,Typhoon,46,"['dutch hip hop', 'dutch indie', 'dutch pop', 'dutch rock']",0.751,0.648,9,-7.003,0,0.105,0.0531,0.128,0.0936,0.724,95.963
Nieuwe Dag,Fresku,45,['dutch hip hop'],0.636,0.791,7,-4.703,1,0.0395,0.167,1.07e-05,0.134,0.277,90.082
Ik Wil Alleen Maar Zwemmen,Spinvis,43,"['dutch indie', 'dutch pop', 'dutch rock']",0.677,0.647,11,-8.849,1,0.0492,0.0936,0.0505,0.0713,0.839,115.007
Achter De Wolken,Willem,42,"['dutch hip hop', 'dutch pop']",0.773,0.594,0,-11.67,0,0.317,0.868,0.00209,0.661,0.537,160.119
Regen Op Warm Asfalt,Jiggy Dje,38,['dutch hip hop'],0.701,0.504,5,-10.861,0,0.335,0.412,1.28e-06,0.359,0.225,91.992
Dorst,Akwasi,32,['dutch hip hop'],0.759,0.548,0,-8.378,1,0.139,0.215,0,0.288,0.818,100.086
Step Into The Water,Jeangu Macrooy,48,"['dutch indie', 'dutch pop', 'dutch rock']",0.777,0.606,1,-7.74,0,0.0337,0.601,1.97e-05,0.122,0.669,114.022
Come Home,Pip Blom,41,"['chamber psych', 'dutch indie', 'dutch indie rock', 'english indie rock']",0.739,0.713,1,-6.604,1,0.0345,0.311,0.00813,0.118,0.305,130.012
Girl (feat. Idaly),Yung Nnelg,53,['dutch hip hop'],0.837,0.558,5,-7.058,0,0.0521,0.123,0.000201,0.301,0.805,104.972
Bumaye,The Flexican,23,['moombahton'],0.868,0.583,5,-5.601,0,0.0868,0.0816,9.67e-06,0.0724,0.888,98.034
It Ain't Easy,DeWolff,40,"['dutch americana', 'dutch blues', 'dutch indie', 'dutch rock']",0.612,0.662,2,-11.138,1,0.116,0.615,0.000168,0.146,0.919,186.824
Daia,Willie Wartaal,40,['dutch hip hop'],0.805,0.634,0,-6.471,1,0.0374,0.0278,0.000686,0.281,0.323,119.972
Mu Arae,Job Roggeveen,27,[],0.369,0.19,0,-15.456,1,0.0337,0.957,0.392,0.123,0.155,62.484
Woke,LU BACH,46,['dutch pop'],0.701,0.675,9,-4.699,1,0.0997,0.177,0,0.118,0.266,75.038
Stormvogel,Jungle By Night,39,"['dutch indie', 'dutch rock']",0.624,0.816,8,-6.643,1,0.0342,0.00608,0.89,0.0947,0.885,111.308
Louise,Jett Rebel,43,"['dutch indie', 'dutch pop', 'dutch rock']",0.635,0.785,9,-5.883,1,0.0952,0.0111,0,0.0946,0.511,169.932
Sorry - Live @ Lowlands 2009,Kyteman,42,"['dutch indie', 'jazz rap']",0.254,0.372,7,-9.592,0,0.0392,0.767,0.753,0.671,0.0866,138.095
Allez,Diggy Dex,39,"['dutch hip hop', 'dutch pop', 'dutch rock']",0.792,0.863,1,-5.179,0,0.269,0.306,0,0.218,0.5,109.861
Lopen Tot De Zon Komt,Acda en de Munnik,49,"['dutch cabaret', 'dutch indie', 'dutch pop', 'dutch rock']",0.434,0.329,4,-9.075,1,0.0346,0.885,4.59e-06,0.144,0.361,99.504
Summer In Your Eyes,Douwe Bob,44,"['dutch americana', 'dutch indie', 'dutch pop', 'dutch rock']",0.49,0.604,2,-6.047,1,0.0286,0.0347,3.36e-06,0.0896,0.703,125.299
Bye Bye Little House,Ella van der Woude,34,[],0.31,0.0313,10,-23.55,1,0.0325,0.985,0.94,0.263,0.182,92.857
Descent,bzur,46,"['italian electronica', 'neo-classical']",0.509,0.124,5,-24.04,1,0.0455,0.995,0.945,0.0862,0.173,106.29
Groter Dan Ik,Froukje,30,[],0.84,0.666,11,-5.879,0,0.218,0.0646,0,0.149,0.416,107.047
Where Does Love Go,Causes,30,['dutch pop'],0.446,0.132,7,-13.712,1,0.0344,0.806,0.00348,0.123,0.186,130.318
Electric,Go Back To The Zoo,42,"['dutch indie', 'dutch rock']",0.568,0.782,11,-4.556,1,0.0476,0.0677,1.15e-05,0.24,0.479,127.969
Be Bad,Sofie Winterson,44,[],0.929,0.358,2,-12.664,1,0.0587,0.406,0.000474,0.0799,0.777,93.996
Stuk - Radio Edit,The Partysquad,37,"['dutch hip hop', 'dutch pop', 'moombahton']",0.921,0.828,2,-3.88,1,0.155,0.0222,0.00038,0.337,0.696,125.0
De Leven,Sef,46,['dutch hip hop'],0.606,0.868,11,-7.838,1,0.171,0.114,0,0.37,0.723,93.059
Shame - Acoustic,Ben Hobbs,49,['london indie'],0.585,0.243,8,-9.472,1,0.0366,0.913,3.75e-05,0.108,0.354,104.063
Amerika En Olde Pekela,Dutch Boys,37,"['carnaval', 'classic dutch pop', 'levenslied']",0.726,0.561,0,-11.412,1,0.0326,0.0196,2.57e-06,0.0506,0.975,117.923
Evanescent,Max Swan,46,['focus'],0.501,0.0554,11,-21.322,0,0.0555,0.98,0.935,0.0801,0.0397,107.843
Vul Dit Huis Met Uw Glorie,InSalvation,41,"['christelijk', 'world worship']",0.406,0.482,9,-7.965,1,0.0316,0.0124,1.01e-06,0.113,0.0578,131.962
Le rêve d'une note,RIOPY,46,['neo-classical'],0.511,0.322,6,-17.234,0,0.0369,0.983,0.92,0.0856,0.274,140.069
Lotgenoot,Winne,45,['dutch hip hop'],0.664,0.713,8,-7.751,1,0.18,0.00792,0,0.317,0.448,81.034
Stupid,Tess,43,[],0.688,0.688,6,-4.085,1,0.0268,0.445,0,0.306,0.687,112.028
Ik Vind Je Lekker,De Kraaien,43,[],0.733,0.729,1,-7.312,1,0.0427,0.00442,0,0.282,0.806,130.022
Rodeo,Roosbeef,31,"['dutch indie', 'dutch rock']",0.641,0.666,9,-11.786,0,0.0482,0.762,0.863,0.158,0.429,116.01
Born Free,CHRISTON,41,[],0.553,0.225,0,-14.265,1,0.0331,0.761,0.0117,0.0962,0.421,76.039
Ikjijwij,Vic Willems,35,[],0.408,0.362,3,-10.416,1,0.0339,0.544,0.128,0.109,0.335,96.055
Zaterdag,BLØF,37,"['dutch pop', 'dutch rock']",0.749,0.712,7,-9.13,1,0.0316,0.067,5.65e-05,0.116,0.888,140.959
