id,namenl,subtitlenl,subtitle2nl,startts,locationid,Klassiek,Populair,Operacursus,Muziekcursus,Familieconcert,Pop_jazz_and_beyond,Mezzo-middag,Pop_Classics,Muziektheater,Jazz,Doelenmenu
41405,Doelenmenu,"Voor meer informatie en voorwaarden, zie www.dedoelen.nl/doelenmenu",,2017-01-05 19:00:00,10151,0,0,0,0,0,0,0,0,0,0,1
41541,Dutch swing college band,LIVE! Nieuwjaarsconcert,,2017-01-05 20:15:00,10137,0,0,0,0,0,0,0,0,0,0,0
41404,Doelenmenu,"Voor meer informatie en voorwaarden, zie www.dedoelen.nl/doelenmenu",,2017-01-06 19:00:00,10151,0,0,0,0,0,0,0,0,0,0,1
41553,Cross-linx 2017,,,2017-03-04 19:00:00,10140,0,1,0,0,0,0,0,0,0,0,0
41803,Nieuwjaarsconcert,Rotterdams Philharmonisch Orkest,,2017-01-06 20:15:00,10135,0,0,0,0,0,0,0,0,0,0,0
41731,Kweksilber op Zaterdag,,,2017-01-07 16:00:00,10137,0,0,0,0,0,0,0,0,0,0,0
41569,Red Sofa Tafelmuziek: diner met David Kweksilber en gasten,7-01-2017 18.00 uur,,2017-01-07 18:00:00,10151,0,0,0,0,0,0,0,0,0,0,0
41403,Doelenmenu,"Voor meer informatie en voorwaarden, zie www.dedoelen.nl/doelenmenu",,2017-01-07 19:00:00,10151,0,0,0,0,0,0,0,0,0,0,1
41320,Finale Prinses Christina Concours West 1,,,2017-02-19 14:00:00,10137,1,0,0,0,0,0,0,0,0,0,0
41801,Mozart en Mendelssohn,Rotterdams Philharmonisch Orkest,,2017-01-08 12:00:00,10167,0,0,0,0,0,0,0,0,0,0,0
41802,Nieuwjaarsconcert,Rotterdams Philharmonisch Orkest,,2017-01-08 14:15:00,10135,0,0,0,0,0,0,0,0,0,0,0
41725,Codarts Symphony Orchestra,Vervlogen tijd verklankt,,2017-05-06 20:00:00,10134,1,0,0,0,0,0,0,0,0,0,0
41402,Doelenmenu,"Voor meer informatie en voorwaarden, zie www.dedoelen.nl/doelenmenu",,2017-01-08 19:00:00,10151,0,0,0,0,0,0,0,0,0,0,1
41764,DoelenKwartet,Derde uur - Een groot uur Torso,,2017-01-08 20:15:00,10137,0,0,0,0,0,0,0,0,0,0,0
41401,Doelenmenu,"Voor meer informatie en voorwaarden, zie www.dedoelen.nl/doelenmenu",,2017-01-10 19:00:00,10151,0,0,0,0,0,0,0,0,0,0,1
46563,Carmina Burana - Carl Orff,,,2019-11-11 20:15:00,10135,1,1,0,0,0,0,0,0,0,0,0
41209,Geert Bierling - Doelenorgel,Brandenburgs Concert 2 van Bach,,2017-10-21 13:00:00,10135,1,0,0,0,0,0,0,0,0,0,0
46996,Carmina Burana - Carl Orff,,,2019-11-20 20:15:00,10135,1,1,0,0,0,0,0,0,0,0,0
41800,Märchenbilder,Rotterdams Philharmonisch Orkest,,2017-01-11 20:30:00,10137,0,0,0,0,0,0,0,0,0,0,0
41400,Doelenmenu,"Voor meer informatie en voorwaarden, zie www.dedoelen.nl/doelenmenu",,2017-01-12 19:00:00,10151,0,0,0,0,0,0,0,0,0,0,1
41799,Danzón,Rotterdams Philharmonisch Orkest,,2017-01-12 20:15:00,10135,0,0,0,0,0,0,0,0,0,0,0
41399,Doelenmenu,"Voor meer informatie en voorwaarden, zie www.dedoelen.nl/doelenmenu",,2017-01-13 19:00:00,10151,0,0,0,0,0,0,0,0,0,0,1
41585,Celtic & Balfolk Night,,,2017-02-18 14:00:00,10149,0,0,0,0,0,1,0,0,0,0,0
41632,Fay Claassen,Luck Child,,2017-01-13 20:30:00,10141,0,0,0,0,0,0,0,0,0,0,0
41212,Koor van de Nederlandse Bachvereniging,Jephte & Mirjams Siegesgesang,,2017-11-08 20:30:00,10134,1,0,0,0,0,0,0,0,0,0,0
41205,Geert Bierling - Doelenorgel,Mendelssohns Variations sérieuses,,2017-11-18 13:00:00,10135,1,0,0,0,0,0,0,0,0,0,0
41303,BB (6-18 mnd),Wonderland Collectief - Kindermuziekweek 2017,,2017-04-09 10:00:00,10141,0,0,0,0,1,0,0,0,0,0,0
41487,Unilever Concert for U “Danzón”,Rotterdams Philharmonisch Orkest,,2017-01-14 20:00:00,10135,0,0,0,0,0,0,0,0,0,0,0
40713,Finale Prinses Christina Concours West 1 2018,,,2018-02-11 14:00:00,10137,1,0,0,0,0,0,0,0,0,0,0
41190,Geert Bierling - Doelenorgel,Moesorgski’s Schilderijen,,2018-02-17 13:00:00,10135,1,0,0,0,0,0,0,0,0,0,0
41398,Doelenmenu,"Voor meer informatie en voorwaarden, zie www.dedoelen.nl/doelenmenu",,2017-01-15 19:00:00,10151,0,0,0,0,0,0,0,0,0,0,1
41086,Celtic en Balfolk Festival,,,2018-02-17 14:00:00,10149,0,0,0,0,0,1,0,0,0,0,0
41189,Organs United & Orgelparade,Bach by Bierling,,2018-03-17 13:00:00,10135,1,0,0,0,0,0,0,0,0,0,0
41186,Doelenorgel 1968 - 2018!,Geert Bierling - Doelenorgel,,2018-03-28 09:00:00,10135,1,0,0,0,0,0,0,0,0,0,0
41397,Doelenmenu,"Voor meer informatie en voorwaarden, zie www.dedoelen.nl/doelenmenu",,2017-01-16 19:00:00,10151,0,0,0,0,0,0,0,0,0,0,1
41249,"Liza Ferschtman, Geert Bierling e.a.",Late (en laatste) werken van Brahms,,2018-04-22 11:00:00,10135,1,0,0,0,0,0,0,0,0,0,0
41396,Doelenmenu,"Voor meer informatie en voorwaarden, zie www.dedoelen.nl/doelenmenu",,2017-01-17 19:00:00,10151,0,0,0,0,0,0,0,0,0,0,1
41736,DoelenEnsemble,death speaks van David Lang,,2017-01-17 20:15:00,10137,0,0,0,0,0,0,0,0,0,0,0
41641,Catrin Finch & Seckou Keita,twee harpvirtuozen,,2017-02-11 21:30:00,10138,0,0,0,0,0,1,0,0,0,0,0
41395,Doelenmenu,"Voor meer informatie en voorwaarden, zie www.dedoelen.nl/doelenmenu",,2017-01-19 19:00:00,10151,0,0,0,0,0,0,0,0,0,0,1
41798,"Mozart, Mahler, Mendelssohn",Rotterdams Philharmonisch Orkest,,2017-01-19 20:15:00,10135,0,0,0,0,0,0,0,0,0,0,0
41639,Stephan Micus,fenomenaal multi-instrumentalist,,2017-04-22 21:30:00,10138,0,0,0,0,0,1,0,0,0,0,0
41394,Doelenmenu,"Voor meer informatie en voorwaarden, zie www.dedoelen.nl/doelenmenu",,2017-01-20 19:00:00,10151,0,0,0,0,0,0,0,0,0,0,1
41797,"Mozart, Mahler, Mendelssohn",Rotterdams Philharmonisch Orkest,,2017-01-20 20:15:00,10135,0,0,0,0,0,0,0,0,0,0,0
41275,Sodade Festival 2017,www.matiota.nl en www.sodadefestival.nl,,2017-06-10 17:00:00,10140,0,0,0,0,0,1,0,0,0,0,0
41184,Thierry Escaich - Doelenorgel,Metropolis,,2018-04-25 20:15:00,10135,1,0,0,0,0,0,0,0,0,0,0
41393,Doelenmenu,"Voor meer informatie en voorwaarden, zie www.dedoelen.nl/doelenmenu",,2017-01-21 19:00:00,10151,0,0,0,0,0,0,0,0,0,0,1
40195,Finale Prinses Christina Concours West 1 2019,,,2019-03-10 14:00:00,10137,1,0,0,0,0,0,0,0,0,0,0
40967,Carmina Burana - Carl Orff,The New Romanian Symphony Choir & The International Symphony Orchestra,,2017-11-08 20:15:00,10135,1,0,0,0,0,0,0,0,0,0,0
41796,"Mozart, Mahler, Mendelssohn",Rotterdams Philharmonisch Orkest,,2017-01-22 14:15:00,10135,0,0,0,0,0,0,0,0,0,0,0
41391,Doelenmenu,"Voor meer informatie en voorwaarden, zie www.dedoelen.nl/doelenmenu",,2017-01-22 19:00:00,10151,0,0,0,0,0,0,0,0,0,0,1
41579,Sinfonietta Riga en Storioni Trio,Rotterdam Concerto IV,,2017-01-22 20:15:00,10135,0,0,0,0,0,0,0,0,0,0,0
41665,Fidelio van Beethoven (semi-scenisch),Orkest van de Achttiende Eeuw,,2017-01-27 20:15:00,10135,1,0,1,0,0,0,0,0,0,0,0
41631,Dutch Concert Bigband,met gastsolist Jasper Blom,,2017-01-27 20:30:00,10141,0,0,0,0,0,0,0,0,0,0,0
41302,BB (6-18 mnd),Wonderland Collectief - Kindermuziekweek 2017,,2017-04-09 11:30:00,10141,0,0,0,0,1,0,0,0,0,0,0
41627,Geert Bierling & Bert Mooiman,Ciné-concert symphonique,,2017-01-28 13:00:00,10135,1,0,0,0,0,0,0,0,0,0,0
41630,Felicia van den End,Sonoro,,2017-02-03 20:30:00,10141,0,0,0,0,0,0,0,0,0,0,0
41392,Doelenmenu,"Voor meer informatie en voorwaarden, zie www.dedoelen.nl/doelenmenu",,2017-02-08 19:00:00,10151,0,0,0,0,0,0,0,0,0,0,1
40966,The Classic Christmas Concert 2017,Tsjechische Kamerfilharmonie & koor uit Praag,,2017-12-17 20:15:00,10135,1,0,0,0,0,0,0,0,0,0,0
41390,Doelenmenu,"Voor meer informatie en voorwaarden, zie www.dedoelen.nl/doelenmenu",,2017-02-09 19:00:00,10151,0,0,0,0,0,0,0,0,0,0,1
41721,Lucas van Merwijk’s Music Machine,The Soul of Spanish Harlem,,2017-02-09 20:15:00,10137,0,0,0,0,0,0,0,0,0,0,0
41389,Doelenmenu,"Voor meer informatie en voorwaarden, zie www.dedoelen.nl/doelenmenu",,2017-02-10 19:00:00,10151,0,0,0,0,0,0,0,0,0,0,1
41204,Hathor Consort,Ferrabosco en de Gouden Eeuw van Jacobijnse consortmuziek,,2018-02-27 20:30:00,10134,1,0,0,0,0,0,0,0,0,0,0
41534,Bruut!,Vrijdag in de Flip (i.s.m. Jazz International Rotterdam),,2017-02-10 20:30:00,10141,0,0,0,0,0,0,0,0,0,1,0
41202,Camerata Trajectina,Van Grachtengordel tot Platteland,,2018-04-16 20:30:00,10134,1,0,0,0,0,0,0,0,0,0,0
40714,Carmina Latina,Operadagen Rotterdam,,2018-05-25 20:15:00,10135,1,0,0,0,0,0,0,0,0,0,0
41245,Miroca Paris,,,2017-11-25 20:30:00,10141,0,0,0,0,0,1,0,0,0,0,0
40709,Sinfonia Rotterdam,Saint-Saëns’ schitterende Orgelsymfonie,,2018-10-20 20:15:00,10135,1,0,0,0,0,0,0,0,0,0,0
41795,Het Griezelorkest 6+,Rotterdams Philharmonisch Orkest,,2017-02-12 14:15:00,10135,0,0,0,0,0,0,0,0,0,0,0
41297,Codarts String Orchestra & Codarts Jazz blazers,,,2017-02-12 14:30:00,10137,0,0,0,0,0,0,0,0,0,1,0
40708,Bochumer Symphoniker,met meesterlijke altviolist Lawrence Power,,2018-11-24 20:15:00,10135,1,0,0,0,0,0,0,0,0,0,0
40229,A Christmas Carol Concert,o.l.v. Raymond Janssen,,2018-12-13 20:15:00,10135,1,0,0,0,0,0,0,0,0,0,0
40707,Noord Nederlands Orkest,Katsjatoerjans meeslepende Vioolconcert,,2018-12-22 20:15:00,10135,1,0,0,0,0,0,0,0,0,0,0
41735,DoelenEnsemble,The Tempest - Part II,,2017-02-17 20:15:00,10137,0,0,0,0,0,0,0,0,0,0,0
41757,Calefax & Eric Vloeimans,On The Spot,,2017-02-17 20:30:00,10141,0,0,0,0,0,0,0,0,0,0,0
40715,Voxtra,,,2017-12-10 15:00:00,10141,0,0,0,0,0,1,0,0,0,0,0
41388,Doelenmenu,"Voor meer informatie en voorwaarden, zie www.dedoelen.nl/doelenmenu",,2017-02-18 19:00:00,10151,0,0,0,0,0,0,0,0,0,0,1
41794,Watermusic,Rotterdams Philharmonisch Orkest,,2017-02-19 11:00:00,10135,0,0,0,0,0,0,0,0,0,0,0
41536,Watermusic - kinderprogramma,Rotterdams Philharmonisch Orkest,,2017-02-19 11:00:00,10136,0,0,0,0,0,0,0,0,0,0,0
40706,Residentie Orkest,Tsjaikovski’s verrassende variaties,,2019-03-02 20:15:00,10135,1,0,0,0,0,0,0,0,0,0,0
41387,Doelenmenu,"Voor meer informatie en voorwaarden, zie www.dedoelen.nl/doelenmenu",,2017-02-20 19:00:00,10151,0,0,0,0,0,0,0,0,0,0,1
40705,Orkest van de Achttiende Eeuw,3x Schumann,,2019-05-12 20:15:00,10135,1,0,0,0,0,0,0,0,0,0,0
41386,Doelenmenu,"Voor meer informatie en voorwaarden, zie www.dedoelen.nl/doelenmenu",,2017-02-21 19:00:00,10151,0,0,0,0,0,0,0,0,0,0,1
46359,Sinfonia Rotterdam,The Planets van Holst,,2019-10-05 20:15:00,10135,1,0,0,0,0,0,0,0,0,0,0
46354,Staatskapelle Dresden,Herreweghe dirigeert Mozarts laatste symfonieën,,2019-11-02 20:15:00,10135,1,0,0,0,0,0,0,0,0,0,0
41385,Doelenmenu,"Voor meer informatie en voorwaarden, zie www.dedoelen.nl/doelenmenu",,2017-02-23 19:00:00,10151,0,0,0,0,0,0,0,0,0,0,1
41601,VI. Flamenco Biënnale Nederland,Casa Ibérica: fado flamenco,,2017-01-18 20:30:00,10141,0,0,0,0,0,1,0,0,0,0,0
46983,Tango Argentino,,,2019-12-09 20:15:00,10135,1,1,0,0,0,0,0,0,0,0,0
40971,Cross-linx 2018,,,2018-03-01 19:00:00,10140,0,1,0,0,0,0,0,0,0,0,0
41609,Geert Bierling - Doelenorgel,Paris des Orgues (3),,2017-02-25 13:00:00,10135,1,0,0,0,0,0,0,0,0,0,0
41277,Seizoenspresentatie 2017-2018,,,2017-02-25 15:15:00,10135,0,0,0,0,0,0,0,0,0,0,0
41384,Doelenmenu,"Voor meer informatie en voorwaarden, zie www.dedoelen.nl/doelenmenu",,2017-02-25 19:00:00,10151,0,0,0,0,0,0,0,0,0,0,1
41730,David Kweksilber Big Band,"‘Seeing is believing, hearing is knowing’",,2017-02-25 20:15:00,10137,0,0,0,0,0,0,0,0,0,0,0
41383,Doelenmenu,"Voor meer informatie en voorwaarden, zie www.dedoelen.nl/doelenmenu",,2017-02-26 19:00:00,10151,0,0,0,0,0,0,0,0,0,0,1
40478,Cross-linx 2019 - NIET MEER VERKOPEN -,,,2019-03-17 19:00:00,10140,0,1,0,0,0,0,0,0,0,0,0
46352,Symphonieorchester der Universität der Künste (UdK) Berlin,De ‘Pathétique’ van Tsjaikovski,,2019-11-10 20:15:00,10135,1,0,0,0,0,0,0,0,0,0,0
41382,Doelenmenu,"Voor meer informatie en voorwaarden, zie www.dedoelen.nl/doelenmenu",,2017-03-01 19:00:00,10151,0,0,0,0,0,0,0,0,0,0,1
41507,Operacursus 2016-2017,"Pauzedrankje inbegrepen, inloopkoffie en thee betalend",,2017-01-10 19:30:00,10141,1,0,1,0,0,0,0,0,0,0,0
46351,Nederlandse Bachvereniging,Mariavespers van Monteverdi,,2019-12-10 20:15:00,10135,1,0,0,0,0,0,0,0,0,0,0
41381,Doelenmenu,"Voor meer informatie en voorwaarden, zie www.dedoelen.nl/doelenmenu",,2017-03-03 19:00:00,10151,0,0,0,0,0,0,0,0,0,0,1
41726,Ralph van Raat,speelt Takemitsu,,2017-03-03 20:15:00,10137,0,0,0,0,0,0,0,0,0,0,0
41793,Bruckner 9 met Gergiev,Rotterdams Philharmonisch Orkest,,2017-03-03 20:15:00,10135,0,0,0,0,0,0,0,0,0,0,0
41307,Zapp4 plays Nirvana,Club Cross-linx,,2017-04-07 20:30:00,10141,0,1,0,0,0,0,0,0,0,0,0
41380,Doelenmenu,"Voor meer informatie en voorwaarden, zie www.dedoelen.nl/doelenmenu",,2017-03-04 19:00:00,10151,0,0,0,0,0,0,0,0,0,0,1
40751,Nacht van NRC 2017,"Met journalisten, columnisten en vele bekenden van de krant",,2017-10-28 19:15:00,10149,0,1,0,0,0,0,0,0,0,0,0
40983,Ode aan Toon Hermans,Zondagochtendconcerten,,2017-11-19 11:00:00,10135,0,1,0,0,0,0,0,0,0,0,0
41301,BB (6-18 mnd),Wonderland Collectief - Kindermuziekweek 2017,,2017-04-09 13:00:00,10141,0,0,0,0,1,0,0,0,0,0,0
40574,BB (6-18 mnd),Kindermuziekweek 2018,,2018-04-14 10:00:00,10141,0,0,0,0,1,0,0,0,0,0,0
41792,Bruckner 9 met Gergiev,Rotterdams Philharmonisch Orkest,,2017-03-05 14:15:00,10135,0,0,0,0,0,0,0,0,0,0,0
40572,BB (6-18 mnd),Kindermuziekweek 2018,,2018-04-14 13:00:00,10141,0,0,0,0,1,0,0,0,0,0,0
41379,Doelenmenu,"Voor meer informatie en voorwaarden, zie www.dedoelen.nl/doelenmenu",,2017-03-05 19:00:00,10151,0,0,0,0,0,0,0,0,0,0,1
40198,Nacht van NRC 2018,"Een rijke en volle theateravond met interviews, muziek, fotografie, columns, debat, humor en vele grote namen van onze krant.",,2018-11-10 19:15:00,10149,0,1,0,0,0,0,0,0,0,0,0
46358,Sinfonia Rotterdam,De Negende van Beethoven,,2019-12-21 20:15:00,10135,1,0,0,0,0,0,0,0,0,0,0
41378,Doelenmenu,"Voor meer informatie en voorwaarden, zie www.dedoelen.nl/doelenmenu",,2017-03-09 19:00:00,10151,0,0,0,0,0,0,0,0,0,0,1
41791,Mozart en Beethoven,Rotterdams Philharmonisch Orkest,,2017-03-09 20:15:00,10135,0,0,0,0,0,0,0,0,0,0,0
41377,Doelenmenu,"Voor meer informatie en voorwaarden, zie www.dedoelen.nl/doelenmenu",,2017-03-10 19:00:00,10151,0,0,0,0,0,0,0,0,0,0,1
41720,Mike Kwadraat,Mike Boddé & Mike del Ferro,,2017-03-10 20:15:00,10137,0,0,0,0,0,0,0,0,0,0,0
41790,Mozart en Beethoven,Rotterdams Philharmonisch Orkest,,2017-03-10 20:15:00,10135,0,0,0,0,0,0,0,0,0,0,0
41529,Bow Hammer Connection,Vrijdag in de Flip,,2017-03-10 20:30:00,10141,0,0,0,0,0,0,0,0,0,0,0
41376,Doelenmenu,"Voor meer informatie en voorwaarden, zie www.dedoelen.nl/doelenmenu",,2017-03-11 19:00:00,10151,0,0,0,0,0,0,0,0,0,0,1
41698,Sinfonia Rotterdam,Water Music,,2017-03-11 19:30:00,10137,1,0,0,1,0,0,0,0,0,0,0
46353,Konzerthausorchester Berlin,Prokofjev en Tsjaikovski,,2020-02-08 20:15:00,10135,1,0,0,0,0,0,0,0,0,0,0
40197,PLAY                                                                                                        urban stories,"Ingang via Jurriaanse Zaal, Kruisplein 30",,2018-11-16 17:30:00,10140,0,1,0,0,0,0,0,0,0,0,0
40573,BB (6-18 mnd),Kindermuziekweek 2018,,2018-04-14 11:30:00,10141,0,0,0,0,1,0,0,0,0,0,0
46357,Orkest van de Achttiende Eeuw,Schumanns Pianoconcert met Melnikov,,2020-03-14 20:15:00,10135,1,0,0,0,0,0,0,0,0,0,0
41763,DoelenKwartet,Vierde uur - Een stil uur,,2017-03-12 20:15:00,10137,0,0,0,0,0,0,0,0,0,0,0
46350,Hesperiòn XXl & La Capella Reial de Catalunya,o.l.v. Jordi Savall - viola da gamba,,2020-03-18 20:15:00,10135,1,0,0,0,0,0,0,0,0,0,0
41375,Doelenmenu,"Voor meer informatie en voorwaarden, zie www.dedoelen.nl/doelenmenu",,2017-03-16 19:00:00,10151,0,0,0,0,0,0,0,0,0,0,1
41506,Operacursus 2016-2017,"Pauzedrankje inbegrepen, inloopkoffie en thee betalend",,2017-03-16 19:30:00,10141,1,0,1,0,0,0,0,0,0,0,0
41313,Bill Baker's Big Band 30 jaar,Zondagochtendconcerten,,2017-03-05 11:00:00,10135,0,1,0,0,0,0,0,0,0,0,0
41374,Doelenmenu,"Voor meer informatie en voorwaarden, zie www.dedoelen.nl/doelenmenu",,2017-03-17 19:00:00,10151,0,0,0,0,0,0,0,0,0,0,1
41789,Rhapsody in Blue,Rotterdams Philharmonisch Orkest,,2017-03-17 20:15:00,10135,0,0,0,0,0,0,0,0,0,0,0
46431,Camerata Salzburg en Lucas & Arthur Jussen - piano,Beethoven - Pianoconcerten 1 & 2,,2020-03-20 20:15:00,10135,1,0,0,0,0,0,0,0,0,0,0
41646,ADHD,pakkende jazz uit Reykjavik,,2017-03-17 20:30:00,10141,0,0,0,0,0,0,0,0,0,1,0
41312,Malando,Zondagochtendconcerten,,2017-03-12 11:00:00,10135,0,1,0,0,0,0,0,0,0,0,0
46430,Camerata Salzburg en Lucas & Arthur Jussen - piano,Beethoven - Pianoconcerten 3 & 4,,2020-03-21 20:15:00,10135,1,0,0,0,0,0,0,0,0,0,0
46429,Camerata Salzburg en Lucas & Arthur Jussen - piano,Beethoven - Pianoconcert 5 & Fantasie,,2020-03-22 20:15:00,10135,1,0,0,0,0,0,0,0,0,0,0
46348,Orkest van de Achttiende Eeuw & Cappella Amsterdam,150 jaar Matthäus-Passion in Rotterdam,,2020-04-08 19:30:00,10135,1,0,0,0,0,0,0,0,0,0,0
46356,Noord Nederlands Orkest,Dubbelconcert van Poulenc en Dvoráks ‘Nieuwe Wereld’,,2020-04-25 20:15:00,10135,1,0,0,0,0,0,0,0,0,0,0
41644,Isabel Ettenauer,"Cage, Essl, Lann & Lechner… op toy piano",,2017-03-23 20:15:00,10137,0,0,0,0,0,0,0,0,0,0,0
41305,Jasper van 't Hof 1/4tet,Jazz International / Vrijdag in de Flip,,2017-03-24 20:30:00,10141,0,0,0,0,0,0,0,0,0,1,0
41608,Geert Bierling & Lipstick Percussion Duo,I Got Rhythm,,2017-03-25 13:00:00,10135,1,0,0,0,0,0,0,0,0,0,0
41373,Doelenmenu,"Voor meer informatie en voorwaarden, zie www.dedoelen.nl/doelenmenu",,2017-03-25 19:00:00,10151,0,0,0,0,0,0,0,0,0,0,1
46355,Residentie Orkest,De Eerste van Mahler,,2020-05-09 20:15:00,10135,1,0,0,0,0,0,0,0,0,0,0
41311,Smartlap tot Opera,Zondagochtendconcerten,,2017-03-19 11:00:00,10135,0,1,0,0,0,0,0,0,0,0,0
41292,Grande Finale Erasmus Jazz Prijs 2017,Jazz International presents,,2017-03-26 14:00:00,10141,0,0,0,0,0,0,0,0,0,1,0
41788,Rhapsody in Blue,Rotterdams Philharmonisch Orkest,,2017-03-26 14:15:00,10135,0,0,0,0,0,0,0,0,0,0,0
41372,Doelenmenu,"Voor meer informatie en voorwaarden, zie www.dedoelen.nl/doelenmenu",,2017-03-26 19:00:00,10151,0,0,0,0,0,0,0,0,0,0,1
40998,Mikail Aslan Ensemble - live in concert,Presented by Mystiek Productions,,2017-03-26 19:00:00,10137,0,0,0,0,0,0,0,0,0,0,0
41617,Happy New Year!,2017 - Jaar van Andriessen en De Klerk,,2017-01-08 15:00:00,10134,1,0,0,0,0,0,0,0,0,0,0
41654,Ballroom Dreams,met Wishful Singing & ensemble amarcord,,2017-01-13 21:00:00,10142,1,0,0,0,0,0,0,0,0,0,0
41370,Doelenmenu,"Voor meer informatie en voorwaarden, zie www.dedoelen.nl/doelenmenu",,2017-03-30 19:00:00,10151,0,0,0,0,0,0,0,0,0,0,1
41658,Ballroom Dreams,met Wishful Singing & ensemble amarcord,,2017-01-14 15:00:00,10142,1,0,0,0,0,0,0,0,0,0,0
41369,Doelenmenu,"Voor meer informatie en voorwaarden, zie www.dedoelen.nl/doelenmenu",,2017-03-31 19:00:00,10151,0,0,0,0,0,0,0,0,0,0,1
41787,Debussy en Vaughan Williams,Rotterdams Philharmonisch Orkest,,2017-03-31 20:15:00,10135,0,0,0,0,0,0,0,0,0,0,0
41306,Spoken Saxophone Quartet + 2,Jazz International / Vrijdag in de Flip,,2017-03-31 20:30:00,10141,0,0,0,0,0,0,0,0,0,1,0
41500,"Voucher Rotterdamse Schouwburg: consumptie koffie, thee, pils, fris of huiswijn",U kunt deze inleveren bij het buffet,,2017-04-01 20:15:00,10152,0,0,0,0,0,0,0,0,0,0,0
41505,Don Giovanni (Mozart),"(INCLUSIEF CONSUMPTIE koffie, thee, pils, fris of huiswijn)",,2017-04-01 20:15:00,10152,0,0,1,0,0,0,0,0,0,0,0
41310,New Diamonds,Zondagochtendconcerten,,2017-03-26 11:00:00,10135,0,1,0,0,0,0,0,0,0,0,0
46439,BB (10-18 mnd),Wonderland Collectief,,2019-04-14 10:00:00,10141,0,0,0,0,1,0,0,0,0,0,0
41676,Cha Cha Pum (4+),Kindermuziekweek 2017,,2017-04-02 14:00:00,10137,0,0,0,0,1,0,1,0,0,0,0
46438,BB (10-18 mnd),Wonderland Collectief,,2019-04-14 11:30:00,10141,0,0,0,0,1,0,0,0,0,0,0
41786,Debussy en Vaughan Williams,Rotterdams Philharmonisch Orkest,,2017-04-02 14:15:00,10135,0,0,0,0,0,0,0,0,0,0,0
41558,Piano Academie: studiemiddag rondom de Steinway,met Michel Brandjes,,2017-01-15 14:00:00,10141,1,0,0,0,0,0,0,0,0,0,0
46437,BB (10-18 mnd),Wonderland Collectief,,2019-04-14 14:15:00,10141,0,0,0,0,1,0,0,0,0,0,0
40972,Meezingworkshop Johannes-Passion,,,2017-04-06 19:00:00,10141,0,0,0,0,0,0,0,0,0,0,0
41371,Doelenmenu,"Voor meer informatie en voorwaarden, zie www.dedoelen.nl/doelenmenu",,2017-04-06 19:00:00,10151,0,0,0,0,0,0,0,0,0,0,1
41655,Ballroom Dreams,met Wishful Singing & ensemble amarcord,,2017-01-15 15:00:00,10142,1,0,0,0,0,0,0,0,0,0,0
41368,Doelenmenu,"Voor meer informatie en voorwaarden, zie www.dedoelen.nl/doelenmenu",,2017-04-07 19:00:00,10151,0,0,0,0,0,0,0,0,0,0,1
41705,NJO Symfonieorkest,Mahler 6,,2017-01-21 20:15:00,10135,1,0,0,0,0,0,0,0,0,0,0
41309,The sound of musical,Zondagochtendconcerten,,2017-04-02 11:00:00,10135,0,1,0,0,0,0,0,0,0,0,0
40990,Samenspeeldag voor jonge muzikantjes,Kindermuziekweek 2017,,2017-04-08 09:45:00,10141,0,0,0,0,0,0,0,0,0,0,0
41625,Geert Bierling - Doelenorgel,The King of Kings - live filmbegeleiding,,2017-04-08 15:00:00,10135,1,0,0,0,0,0,0,0,0,0,0
41367,Doelenmenu,"Voor meer informatie en voorwaarden, zie www.dedoelen.nl/doelenmenu",,2017-04-08 19:00:00,10151,0,0,0,0,0,0,0,0,0,0,1
41314,Sencity Festival 2017,Rotterdam (NL),,2017-04-08 19:00:00,10143,0,0,0,0,0,0,0,0,0,0,0
41785,Core Classics - De Tweede van Brahms,Rotterdams Philharmonisch Orkest - Voorprogramma: 20.00u | Pauze | Concert: 21.00u,,2017-04-08 20:00:00,10135,0,0,0,0,0,0,0,0,0,0,0
41119,Maanzucht (4+),Theatergroep Wie Walvis,,2017-11-05 14:00:00,10141,0,0,0,0,1,0,1,0,0,0,0
41760,Calefax,La Folia | De Gekte,,2017-01-21 20:30:00,10134,1,0,0,0,0,0,0,0,0,0,0
41118,Maanzucht (4+),Theatergroep Wie Walvis,,2017-11-05 16:00:00,10141,0,0,0,0,1,0,1,0,0,0,0
41117,Boer Boris (4+),Theatergroep Heer Otto,,2018-03-11 14:00:00,10141,0,0,0,0,1,0,1,0,0,0,0
41784,Het Zwanenmeer 4+,Rotterdams Philharmonisch Orkest,,2017-04-09 16:00:00,10135,0,0,0,0,0,0,0,0,0,0,0
41366,Doelenmenu,"Voor meer informatie en voorwaarden, zie www.dedoelen.nl/doelenmenu",,2017-04-11 19:00:00,10151,0,0,0,0,0,0,0,0,0,0,1
41857,Scottish Chamber Orchestra,en Maria João Pires,,2017-02-08 20:15:00,10135,1,0,0,0,0,0,0,0,0,0,0
41365,Doelenmenu,"Voor meer informatie en voorwaarden, zie www.dedoelen.nl/doelenmenu",,2017-04-12 19:00:00,10151,0,0,0,0,0,0,0,0,0,0,1
41783,Matthäus-Passion,Rotterdams Philharmonisch Orkest,,2017-04-12 19:30:00,10135,0,0,0,0,0,0,0,0,0,0,0
40928,Operacursus 2017-2018,"Pauzedrankje inbegrepen, inloopkoffie en thee betalend",,2017-09-28 19:30:00,10141,1,0,1,0,0,0,0,0,0,0,0
